Addr,City,Cust Nm,Cust Region,Cust Terr,Decile (group),Email,End Date,Geo Id,Geo Level Nm,Geo Nm,Load date,Mdm Id,Prod Id,Prod Nm,Speciality,Start Date,State,Time Bucket,Time Bucket Master,Trgt Flg,Zip,Curr Calls,Curr Emails Clicked,Curr Emails Open,Curr Emails Sent,Curr Emails Unsubcribed,Curr In Prsn Calls,Curr Vrtl Calls,Decile,Fax,Geo Level Id,Phone,SR no,Tot Spkr Prgm,Tot Spkr Prgm Atnd
29355 NORTHWESTERN HWY STE 210,MISSION,JACQUELINE L GIERER,UPPER NORTHWEST CENTRAL,KANSAS CITY,Decile 9-10,JACQUELINE L GIERER@gmail.com,12/20/2021,U000101,NATION,US,12/12/2021,10010139,1001001,EXL,Consultants,1/1/2021,KS,YTD,YTD,Y,66202,2,0,1,1,0,1,1,9,2568255742,2,8107335638,607,0,0
29355 NORTHWESTERN HWY STE 210,MISSION,JACQUELINE L GIERER,UPPER NORTHWEST CENTRAL,KANSAS CITY,Decile 9-10,JACQUELINE L GIERER@gmail.com,12/20/2021,U000101,NATION,US,12/12/2021,10010139,1001001,EXL,Consultants,10/1/2021,KS,QTD,QTD,Y,66202,2,0,1,1,0,1,1,9,2568255742,2,8107335638,607,0,0
29355 NORTHWESTERN HWY STE 210,MISSION,JACQUELINE L GIERER,UPPER NORTHWEST CENTRAL,KANSAS CITY,Decile 9-10,JACQUELINE L GIERER@gmail.com,12/20/2021,U000101,NATION,US,12/12/2021,10010139,1001001,EXL,Consultants,12/1/2021,KS,MTD,MTD,Y,66202,2,0,1,1,0,1,1,9,2568255742,2,8107335638,607,0,0
1150 N 35TH AVE STE 240,WARD'S ISLAND,SYED I ALI,NORTHEAST,MANHATTAN,Decile 9-10,SYED I ALI@gmail.com,9/30/2021,U000101,NATION,US,9/16/2021,10020462,1001001,EXL,Consultants,9/1/2021,NY,M3,M3,Y,10035,2,1,2,2,0,1,1,10,9103216265,2,8107333950,396,0,0
1150 N 35TH AVE STE 240,WARD'S ISLAND,SYED I ALI,NORTHEAST,MANHATTAN,Decile 9-10,SYED I ALI@gmail.com,12/20/2021,U000101,NATION,US,9/16/2021,10020462,1001001,EXL,Consultants,1/1/2021,NY,YTD,YTD,Y,10035,2,1,2,2,0,1,1,10,9103216265,2,8107333950,396,0,0
7906 S CRANDON AVE STE 2,CHERRYVILLE,KISHORE B KHANKARI,MID-ATLANTIC,ALLENTOWN,Decile 9-10,KISHORE B KHANKARI@gmail.com,10/31/2021,U000101,NATION,US,10/11/2021,10009334,1001001,EXL,Consultants,10/1/2021,PA,M2,M2,Y,18035,2,2,2,2,0,1,1,10,8139059838,2,8407334718,492,0,0
7906 S CRANDON AVE STE 2,CHERRYVILLE,KISHORE B KHANKARI,MID-ATLANTIC,ALLENTOWN,Decile 9-10,KISHORE B KHANKARI@gmail.com,12/20/2021,U000101,NATION,US,10/11/2021,10009334,1001001,EXL,Consultants,1/1/2021,PA,YTD,YTD,Y,18035,2,2,2,2,0,1,1,10,8139059838,2,8407334718,492,0,0
7906 S CRANDON AVE STE 2,CHERRYVILLE,KISHORE B KHANKARI,MID-ATLANTIC,ALLENTOWN,Decile 9-10,KISHORE B KHANKARI@gmail.com,12/20/2021,U000101,NATION,US,10/11/2021,10009334,1001001,EXL,Consultants,10/1/2021,PA,QTD,QTD,Y,18035,2,2,2,2,0,1,1,10,8139059838,2,8407334718,492,0,0
1001 POTRERO AVE,LAMAR,MARGOT BETH KUSHEL,MIDWEST,SPRINGFIELD / SAINT LOUIS WEST,Decile 9-10,MARGOT BETH KUSHEL@outlook.com,12/20/2021,U000101,NATION,US,12/3/2021,10021384,1001001,EXL,Consultants,1/1/2021,MO,YTD,YTD,Y,64759,3,0,0,0,0,1,2,9,6142938902,2,8407331206,53,0,0
1001 POTRERO AVE,LAMAR,MARGOT BETH KUSHEL,MIDWEST,SPRINGFIELD / SAINT LOUIS WEST,Decile 9-10,MARGOT BETH KUSHEL@outlook.com,12/20/2021,U000101,NATION,US,12/3/2021,10021384,1001001,EXL,Consultants,10/1/2021,MO,QTD,QTD,Y,64759,3,0,0,0,0,1,2,9,6142938902,2,8407331206,53,0,0
1001 POTRERO AVE,LAMAR,MARGOT BETH KUSHEL,MIDWEST,SPRINGFIELD / SAINT LOUIS WEST,Decile 9-10,MARGOT BETH KUSHEL@outlook.com,12/20/2021,U000101,NATION,US,12/3/2021,10021384,1001001,EXL,Consultants,12/1/2021,MO,MTD,MTD,Y,64759,3,0,0,0,0,1,2,9,6142938902,2,8407331206,53,0,0
676 N SAINT CLAIR ST STE 1000,GILROY,SUENA HUANG MASSEY,WEST,SAN  FRANCISCO WEST,Decile 9-10,SUENA HUANG MASSEY@outlook.com,10/31/2021,U000101,NATION,US,10/30/2021,10010538,1001001,EXL,Consultants,10/1/2021,CA,M2,M2,Y,95020,3,0,1,4,0,1,2,9,6036509478,2,8107336094,664,0,0
676 N SAINT CLAIR ST STE 1000,GILROY,SUENA HUANG MASSEY,WEST,SAN  FRANCISCO WEST,Decile 9-10,SUENA HUANG MASSEY@outlook.com,12/20/2021,U000101,NATION,US,10/30/2021,10010538,1001001,EXL,Consultants,1/1/2021,CA,YTD,YTD,Y,95020,3,0,1,4,0,1,2,9,6036509478,2,8107336094,664,0,0
676 N SAINT CLAIR ST STE 1000,GILROY,SUENA HUANG MASSEY,WEST,SAN  FRANCISCO WEST,Decile 9-10,SUENA HUANG MASSEY@outlook.com,12/20/2021,U000101,NATION,US,10/30/2021,10010538,1001001,EXL,Consultants,10/1/2021,CA,QTD,QTD,Y,95020,3,0,1,4,0,1,2,9,6036509478,2,8107336094,664,0,0
3300 GALLOWS RD,LELAND,ROSE T LOVETT,MID-CENTRAL,RALEIGH DURHAM,Decile 9-10,ROSE T LOVETT@icould.com,5/31/2021,U000101,NATION,US,5/9/2021,10012036,1001001,EXL,Consultants,5/1/2021,NC,M7,M7,Y,28451,3,0,2,2,0,1,2,9,6143662360,2,7807337806,878,0,0
3300 GALLOWS RD,LELAND,ROSE T LOVETT,MID-CENTRAL,RALEIGH DURHAM,Decile 9-10,ROSE T LOVETT@icould.com,12/20/2021,U000101,NATION,US,5/9/2021,10012036,1001001,EXL,Consultants,1/1/2021,NC,YTD,YTD,Y,28451,3,0,2,2,0,1,2,9,6143662360,2,7807337806,878,0,0
3102 E HIGHLAND AVE,PIKESVILLE,MY TANG KHA,MID-ATLANTIC,BALTIMORE,Decile 9-10,MY TANG KHA@gmail.com,3/31/2021,U000101,NATION,US,3/22/2021,10020700,1001001,EXL,Consultants,3/1/2021,MD,M9,M9,Y,21208,3,0,2,3,0,1,2,10,9193508812,2,8107334222,430,0,0
3102 E HIGHLAND AVE,PIKESVILLE,MY TANG KHA,MID-ATLANTIC,BALTIMORE,Decile 9-10,MY TANG KHA@gmail.com,12/20/2021,U000101,NATION,US,3/22/2021,10020700,1001001,EXL,Consultants,1/1/2021,MD,YTD,YTD,Y,21208,3,0,2,3,0,1,2,10,9193508812,2,8107334222,430,0,0
5 DURHAM RD STE C3,IRVINE,GREGORY K MULVEY,WEST,SAN DIEGO,Decile 9-10,GREGORY K MULVEY@thunderbird.com,6/30/2021,U000101,NATION,US,6/4/2021,10009152,1001001,EXL,Consultants,6/1/2021,CA,M6,M6,Y,92620,3,0,3,3,0,1,2,10,3232262657,2,8307334510,466,0,0
5 DURHAM RD STE C3,IRVINE,GREGORY K MULVEY,WEST,SAN DIEGO,Decile 9-10,GREGORY K MULVEY@thunderbird.com,12/20/2021,U000101,NATION,US,6/4/2021,10009152,1001001,EXL,Consultants,1/1/2021,CA,YTD,YTD,Y,92620,3,0,3,3,0,1,2,10,3232262657,2,8307334510,466,0,0
10333 EL CAMINO REAL,NORTH EASTON,ANN M MILLER,NORTHEAST,BOSTON SOUTH,Decile 9-10,ANN M MILLER@yahoo.com,10/31/2021,U000101,NATION,US,10/16/2021,10011245,1001001,EXL,Consultants,10/1/2021,MA,M2,M2,Y,02356,3,1,2,4,0,1,2,10,6123339969,2,8407336902,765,0,0
10333 EL CAMINO REAL,NORTH EASTON,ANN M MILLER,NORTHEAST,BOSTON SOUTH,Decile 9-10,ANN M MILLER@yahoo.com,12/20/2021,U000101,NATION,US,10/16/2021,10011245,1001001,EXL,Consultants,1/1/2021,MA,YTD,YTD,Y,02356,3,1,2,4,0,1,2,10,6123339969,2,8407336902,765,0,0
10333 EL CAMINO REAL,NORTH EASTON,ANN M MILLER,NORTHEAST,BOSTON SOUTH,Decile 9-10,ANN M MILLER@yahoo.com,12/20/2021,U000101,NATION,US,10/16/2021,10011245,1001001,EXL,Consultants,10/1/2021,MA,QTD,QTD,Y,02356,3,1,2,4,0,1,2,10,6123339969,2,8407336902,765,0,0
5301 E HURON RIVER DR,WARE,JULIE ELIZABETH BARRETT,Unassigned,US,Decile 9-10,JULIE ELIZABETH BARRETT@gmail.com,6/30/2021,U000101,NATION,US,6/24/2021,10010727,1001001,EXL,Consultants,6/1/2021,MA,M6,M6,Y,01082,3,2,2,3,0,1,2,9,8037853595,2,9007336310,691,0,0
5301 E HURON RIVER DR,WARE,JULIE ELIZABETH BARRETT,Unassigned,US,Decile 9-10,JULIE ELIZABETH BARRETT@gmail.com,12/20/2021,U000101,NATION,US,6/24/2021,10010727,1001001,EXL,Consultants,1/1/2021,MA,YTD,YTD,Y,01082,3,2,2,3,0,1,2,9,8037853595,2,9007336310,691,0,0
200 1ST ST SW,FORT WALTON BEACH,ROBERT J HYDE,SOUTHWEST,MOBILE PENSACOLA,Decile 9-10,ROBERT J HYDE@icould.com,7/31/2021,U000101,NATION,US,7/20/2021,10009985,1001001,EXL,Consultants,7/1/2021,FL,M5,M5,Y,32547,3,2,2,4,0,1,2,10,6142934200,2,7807335462,585,0,0
200 1ST ST SW,FORT WALTON BEACH,ROBERT J HYDE,SOUTHWEST,MOBILE PENSACOLA,Decile 9-10,ROBERT J HYDE@icould.com,12/20/2021,U000101,NATION,US,7/20/2021,10009985,1001001,EXL,Consultants,1/1/2021,FL,YTD,YTD,Y,32547,3,2,2,4,0,1,2,10,6142934200,2,7807335462,585,0,0
3603 BIENVILLE BLVD STE 102,CORAL SPRINGS,CHRISTOPHER PATRICK KARCHER,SOUTH EAST,MIAMI,Decile 9-10,CHRISTOPHER PATRICK KARCHER@gmail.com,9/30/2021,U000101,NATION,US,9/12/2021,10010426,1001001,EXL,Hospitals,9/1/2021,FL,M3,M3,Y,33065,1,0,0,0,0,1,0,9,6142933124,2,9407335966,648,0,0
3603 BIENVILLE BLVD STE 102,CORAL SPRINGS,CHRISTOPHER PATRICK KARCHER,SOUTH EAST,MIAMI,Decile 9-10,CHRISTOPHER PATRICK KARCHER@gmail.com,12/20/2021,U000101,NATION,US,9/12/2021,10010426,1001001,EXL,Hospitals,1/1/2021,FL,YTD,YTD,Y,33065,1,0,0,0,0,1,0,9,6142933124,2,9407335966,648,0,0
400 N PEPPER AVE,LITTLE ROCK,ARTHUR DAVID AZCARATE,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 9-10,ARTHUR DAVID AZCARATE@yahoo.com,5/31/2021,U000101,NATION,US,5/1/2021,10021321,1001001,EXL,Hospitals,5/1/2021,AR,M7,M7,Y,72205,1,0,3,3,0,1,0,9,6142936330,2,9007331134,44,0,0
400 N PEPPER AVE,LITTLE ROCK,ARTHUR DAVID AZCARATE,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 9-10,ARTHUR DAVID AZCARATE@yahoo.com,12/20/2021,U000101,NATION,US,5/1/2021,10021321,1001001,EXL,Hospitals,1/1/2021,AR,YTD,YTD,Y,72205,1,0,3,3,0,1,0,9,6142936330,2,9007331134,44,0,0
660 S EUCLID AVE,FOREST CITY,MELISA R MOORE,MID-CENTRAL,CHARLOTTE,Decile 9-10,MELISA R MOORE@gmail.com,3/31/2021,U000101,NATION,US,3/12/2021,10019839,1001001,EXL,Hospitals,3/1/2021,NC,M9,M9,Y,28043,1,2,2,3,0,1,0,10,8138441988,2,9007333238,307,0,0
660 S EUCLID AVE,FOREST CITY,MELISA R MOORE,MID-CENTRAL,CHARLOTTE,Decile 9-10,MELISA R MOORE@gmail.com,12/20/2021,U000101,NATION,US,3/12/2021,10019839,1001001,EXL,Hospitals,1/1/2021,NC,YTD,YTD,Y,28043,1,2,2,3,0,1,0,10,8138441988,2,9007333238,307,0,0
119 TUNNEL RD STE D,WEST ALLIS,JAMES CHRISTOPHER COOMBS,MIDWEST,MILWAUKEE,Decile 9-10,JAMES CHRISTOPHER COOMBS@gmail.com,12/20/2021,U000101,NATION,US,8/31/2021,10020539,1001001,EXL,Hospitals,1/1/2021,WI,YTD,YTD,Y,53214,2,0,0,0,0,1,1,9,4046168022,2,8407334038,407,0,0
1021 X RAY DR,ALBUQUERQUE,APRIL MARIE MAHRLE-HENSON,Unassigned,US,Decile 9-10,APRIL MARIE MAHRLE-HENSON@gmail.com,7/31/2021,U000101,NATION,US,7/13/2021,10018509,1001001,EXL,Hospitals,7/1/2021,NM,M5,M5,Y,87106,2,0,0,0,0,1,1,10,3193564693,2,9407331718,117,0,0
1021 X RAY DR,ALBUQUERQUE,APRIL MARIE MAHRLE-HENSON,Unassigned,US,Decile 9-10,APRIL MARIE MAHRLE-HENSON@gmail.com,12/20/2021,U000101,NATION,US,7/13/2021,10018509,1001001,EXL,Hospitals,1/1/2021,NM,YTD,YTD,Y,87106,2,0,0,0,0,1,1,10,3193564693,2,9407331718,117,0,0
400 N PEPPER AVE,MANHASSET,EUGENE LAWRENCE KWONG,NORTHEAST,LONG ISLAND,Decile 9-10,EUGENE LAWRENCE KWONG@gmail.com,8/31/2021,U000101,NATION,US,8/9/2021,10019223,1001001,EXL,Hospitals,8/1/2021,NY,M4,M4,Y,11030,2,0,0,2,0,1,1,9,3193533003,2,9407332534,219,0,0
400 N PEPPER AVE,MANHASSET,EUGENE LAWRENCE KWONG,NORTHEAST,LONG ISLAND,Decile 9-10,EUGENE LAWRENCE KWONG@gmail.com,12/20/2021,U000101,NATION,US,8/9/2021,10019223,1001001,EXL,Hospitals,1/1/2021,NY,YTD,YTD,Y,11030,2,0,0,2,0,1,1,9,3193533003,2,9407332534,219,0,0
20900 BISCAYNE BLVD,NEWTON,MICHAEL R REMALY,MID-ATLANTIC,NORTH JERSEY,Decile 9-10,MICHAEL R REMALY@gmail.com,4/30/2021,U000101,NATION,US,4/16/2021,10010748,1001001,EXL,Hospitals,4/1/2021,NJ,M8,M8,Y,07860,2,0,0,3,0,1,1,9,6512545216,2,9007336334,694,0,0
20900 BISCAYNE BLVD,NEWTON,MICHAEL R REMALY,MID-ATLANTIC,NORTH JERSEY,Decile 9-10,MICHAEL R REMALY@gmail.com,12/20/2021,U000101,NATION,US,4/16/2021,10010748,1001001,EXL,Hospitals,1/1/2021,NJ,YTD,YTD,Y,07860,2,0,0,3,0,1,1,9,6512545216,2,9007336334,694,0,0
20 YORK ST,SEARCY,ANGELA J KANG,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 9-10,ANGELA J KANG@gmail.com,4/30/2021,U000101,NATION,US,4/7/2021,10011854,1001001,EXL,Hospitals,4/1/2021,AR,M8,M8,Y,72143,3,0,0,0,0,1,2,9,7183343557,2,8407337598,852,0,0
20 YORK ST,SEARCY,ANGELA J KANG,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 9-10,ANGELA J KANG@gmail.com,12/20/2021,U000101,NATION,US,4/7/2021,10011854,1001001,EXL,Hospitals,1/1/2021,AR,YTD,YTD,Y,72143,3,0,0,0,0,1,2,9,7183343557,2,8407337598,852,0,0
20900 BISCAYNE BLVD,ORLEANS,ISAAC D AZAR,NORTHEAST,BOSTON SOUTH,Decile 9-10,ISAAC D AZAR@gmail.com,4/30/2021,U000101,NATION,US,4/7/2021,10010783,1001001,EXL,Hospitals,4/1/2021,MA,M8,M8,Y,02653,3,0,0,0,0,1,2,9,8608236300,2,8407336374,699,0,0
20900 BISCAYNE BLVD,ORLEANS,ISAAC D AZAR,NORTHEAST,BOSTON SOUTH,Decile 9-10,ISAAC D AZAR@gmail.com,12/20/2021,U000101,NATION,US,4/7/2021,10010783,1001001,EXL,Hospitals,1/1/2021,MA,YTD,YTD,Y,02653,3,0,0,0,0,1,2,9,8608236300,2,8407336374,699,0,0
7310 RITCHIE HWY STE 800,CORONA,FER  EREN,WEST,LOS ANGELES EAST,Decile 9-10,FER  EREN@thunderbird.com,8/31/2021,U000101,NATION,US,8/27/2021,10018607,1001001,EXL,Hospitals,8/1/2021,CA,M4,M4,Y,92882,3,0,0,0,0,1,2,10,6512417154,2,9407331830,131,0,0
7310 RITCHIE HWY STE 800,CORONA,FER  EREN,WEST,LOS ANGELES EAST,Decile 9-10,FER  EREN@thunderbird.com,12/20/2021,U000101,NATION,US,8/27/2021,10018607,1001001,EXL,Hospitals,1/1/2021,CA,YTD,YTD,Y,92882,3,0,0,0,0,1,2,10,6512417154,2,9407331830,131,0,0
1918 RANDOLPH RD STE 350,WOONSOCKET,ELIZABETH FINK MOORE,NORTHEAST,BOSTON SOUTH,Decile 9-10,ELIZABETH FINK MOORE@thunderbird.com,6/30/2021,U000101,NATION,US,6/12/2021,10011490,1001001,EXL,Hospitals,6/1/2021,RI,M6,M6,Y,02895,3,0,0,1,0,1,2,9,5033731426,2,7807337182,800,0,0
1918 RANDOLPH RD STE 350,WOONSOCKET,ELIZABETH FINK MOORE,NORTHEAST,BOSTON SOUTH,Decile 9-10,ELIZABETH FINK MOORE@thunderbird.com,12/20/2021,U000101,NATION,US,6/12/2021,10011490,1001001,EXL,Hospitals,1/1/2021,RI,YTD,YTD,Y,02895,3,0,0,1,0,1,2,9,5033731426,2,7807337182,800,0,0
4301 W MARKHAM ST,LAUREL,LAUREN NOELLE EVANS,SOUTHWEST,MOBILE PENSACOLA,Decile 9-10,LAUREN NOELLE EVANS@gmail.com,2/28/2021,U000101,NATION,US,2/15/2021,10020588,1001001,EXL,Hospitals,2/1/2021,MS,M10,M10,Y,39440,3,0,2,3,0,1,2,9,8054666011,2,8307334094,414,0,0
4301 W MARKHAM ST,LAUREL,LAUREN NOELLE EVANS,SOUTHWEST,MOBILE PENSACOLA,Decile 9-10,LAUREN NOELLE EVANS@gmail.com,12/20/2021,U000101,NATION,US,2/15/2021,10020588,1001001,EXL,Hospitals,1/1/2021,MS,YTD,YTD,Y,39440,3,0,2,3,0,1,2,9,8054666011,2,8307334094,414,0,0
1020 W BROADWAY AVE,RIO GRANDE CITY,JODI MARIE BLUSTIN,SOUTHWEST,SAN ANTONIO,Decile 9-10,JODI MARIE BLUSTIN@icould.com,5/31/2021,U000101,NATION,US,5/8/2021,10012820,1001001,EXL,Owns,5/1/2021,TX,M7,M7,Y,78582,1,1,2,2,0,1,0,9,2038675515,2,9407338702,990,0,0
1020 W BROADWAY AVE,RIO GRANDE CITY,JODI MARIE BLUSTIN,SOUTHWEST,SAN ANTONIO,Decile 9-10,JODI MARIE BLUSTIN@icould.com,12/20/2021,U000101,NATION,US,5/8/2021,10012820,1001001,EXL,Owns,1/1/2021,TX,YTD,YTD,Y,78582,1,1,2,2,0,1,0,9,2038675515,2,9407338702,990,0,0
7559 263RD ST,HOLLY,CHITRA MANGALPADY SHENOY,GREAT LAKES,DETROIT NORTH,Decile 9-10,CHITRA MANGALPADY SHENOY@gmail.com,7/31/2021,U000101,NATION,US,7/17/2021,10013177,1001001,EXL,Owns,7/1/2021,MI,M5,M5,Y,48442,2,0,0,1,0,1,1,9,3304306950,2,8107339110,1041,0,0
7559 263RD ST,HOLLY,CHITRA MANGALPADY SHENOY,GREAT LAKES,DETROIT NORTH,Decile 9-10,CHITRA MANGALPADY SHENOY@gmail.com,12/20/2021,U000101,NATION,US,7/17/2021,10013177,1001001,EXL,Owns,9/10/2020,MI,LTD,LTD,Y,48442,2,0,0,1,0,1,1,9,3304306950,2,8107339110,1041,0,0
7559 263RD ST,HOLLY,CHITRA MANGALPADY SHENOY,GREAT LAKES,DETROIT NORTH,Decile 9-10,CHITRA MANGALPADY SHENOY@gmail.com,12/20/2021,U000101,NATION,US,7/17/2021,10013177,1001001,EXL,Owns,1/1/2021,MI,YTD,YTD,Y,48442,2,0,0,1,0,1,1,9,3304306950,2,8107339110,1041,0,0
200 W ARBOR DR MC8676,WAYZATA,JORGE ANTONIO FERNANDEZ,MIDWEST,MINNEAPOLIS SOUTH,Decile 9-10,JORGE ANTONIO FERNANDEZ@gmail.com,1/31/2021,U000101,NATION,US,1/30/2021,10012197,1001001,EXL,Owns,1/1/2021,MN,M11,M11,Y,55391,3,0,3,3,0,1,2,10,4404611017,2,8107337990,901,0,0
200 W ARBOR DR MC8676,WAYZATA,JORGE ANTONIO FERNANDEZ,MIDWEST,MINNEAPOLIS SOUTH,Decile 9-10,JORGE ANTONIO FERNANDEZ@gmail.com,12/20/2021,U000101,NATION,US,1/30/2021,10012197,1001001,EXL,Owns,1/1/2021,MN,YTD,YTD,Y,55391,3,0,3,3,0,1,2,10,4404611017,2,8107337990,901,0,0
965 48TH ST,SOUTHINGTON,LAWRENCE E HAINES,NORTHEAST,HARTFORD,Decile 9-10,LAWRENCE E HAINES@thunderbird.com,12/20/2021,U000101,NATION,US,12/7/2021,10010419,1001001,EXL,Consultants,1/1/2021,CT,YTD,YTD,Y,06489,1,2,2,3,1,1,0,9,6174149201,2,8407335958,647,0,0
965 48TH ST,SOUTHINGTON,LAWRENCE E HAINES,NORTHEAST,HARTFORD,Decile 9-10,LAWRENCE E HAINES@thunderbird.com,12/20/2021,U000101,NATION,US,12/7/2021,10010419,1001001,EXL,Consultants,10/1/2021,CT,QTD,QTD,Y,06489,1,2,2,3,1,1,0,9,6174149201,2,8407335958,647,0,0
965 48TH ST,SOUTHINGTON,LAWRENCE E HAINES,NORTHEAST,HARTFORD,Decile 9-10,LAWRENCE E HAINES@thunderbird.com,12/20/2021,U000101,NATION,US,12/7/2021,10010419,1001001,EXL,Consultants,12/1/2021,CT,MTD,MTD,Y,06489,1,2,2,3,1,1,0,9,6174149201,2,8407335958,647,0,0
22 BRAMHALL ST,PRINCE FREDERICK,LAUREN B MCGOVERN,MID-ATLANTIC,WASHINGTON DC SOUTH,Decile 9-10,LAUREN B MCGOVERN@aolmail.com,1/31/2021,U000101,NATION,US,1/5/2021,10019650,1001001,EXL,Consultants,1/1/2021,MD,M11,M11,Y,20678,1,2,2,3,1,1,0,10,3152530841,2,8307333022,280,0,0
22 BRAMHALL ST,PRINCE FREDERICK,LAUREN B MCGOVERN,MID-ATLANTIC,WASHINGTON DC SOUTH,Decile 9-10,LAUREN B MCGOVERN@aolmail.com,12/20/2021,U000101,NATION,US,1/5/2021,10019650,1001001,EXL,Consultants,1/1/2021,MD,YTD,YTD,Y,20678,1,2,2,3,1,1,0,10,3152530841,2,8307333022,280,0,0
550 REDMOND RD NW,TERRYTOWN,AMAR K SINGH,SOUTHWEST,NEW ORLEANS,Decile 9-10,AMAR K SINGH@thunderbird.com,1/31/2021,U000101,NATION,US,1/16/2021,10018467,1001001,EXL,Consultants,1/1/2021,LA,M11,M11,Y,70056,1,2,3,4,1,1,0,10,7037767798,2,9007331670,111,0,0
550 REDMOND RD NW,TERRYTOWN,AMAR K SINGH,SOUTHWEST,NEW ORLEANS,Decile 9-10,AMAR K SINGH@thunderbird.com,12/20/2021,U000101,NATION,US,1/16/2021,10018467,1001001,EXL,Consultants,1/1/2021,LA,YTD,YTD,Y,70056,1,2,3,4,1,1,0,10,7037767798,2,9007331670,111,0,0
805 S OAKLAND ST,NEW ULM,DEBORAH L DORSETT,MIDWEST,MINNEAPOLIS SOUTH,Decile 9-10,DEBORAH L DORSETT@gmail.com,4/30/2021,U000101,NATION,US,4/7/2021,10010734,1001001,EXL,Consultants,4/1/2021,MN,M8,M8,Y,56073,2,1,2,3,1,1,1,10,6309808650,2,9407336318,692,0,0
805 S OAKLAND ST,NEW ULM,DEBORAH L DORSETT,MIDWEST,MINNEAPOLIS SOUTH,Decile 9-10,DEBORAH L DORSETT@gmail.com,12/20/2021,U000101,NATION,US,4/7/2021,10010734,1001001,EXL,Consultants,1/1/2021,MN,YTD,YTD,Y,56073,2,1,2,3,1,1,1,10,6309808650,2,9407336318,692,0,0
1124 GALLERY PARK BLVD,APOLLO BEACH,JILL M FINNEGAN,SOUTH EAST,TAMPA,Decile 9-10,JILL M FINNEGAN@icould.com,1/31/2021,U000101,NATION,US,1/27/2021,10009145,1001001,EXL,Consultants,1/1/2021,FL,M11,M11,Y,33572,2,2,3,3,1,1,1,10,3032522964,2,9007334502,465,0,0
1124 GALLERY PARK BLVD,APOLLO BEACH,JILL M FINNEGAN,SOUTH EAST,TAMPA,Decile 9-10,JILL M FINNEGAN@icould.com,12/20/2021,U000101,NATION,US,1/27/2021,10009145,1001001,EXL,Consultants,1/1/2021,FL,YTD,YTD,Y,33572,2,2,3,3,1,1,1,10,3032522964,2,9007334502,465,0,0
1100 REID PKWY,WOODWARD,LLOYD EMERSON BENNETT,SOUTHWEST,OKLAHOMA CITY,Decile 9-10,LLOYD EMERSON BENNETT@gmail.com,2/28/2021,U000101,NATION,US,2/8/2021,10010720,1001001,EXL,Consultants,2/1/2021,OK,M10,M10,Y,73801,3,1,1,4,1,1,2,10,8645607520,2,9407336302,690,0,0
1100 REID PKWY,WOODWARD,LLOYD EMERSON BENNETT,SOUTHWEST,OKLAHOMA CITY,Decile 9-10,LLOYD EMERSON BENNETT@gmail.com,12/20/2021,U000101,NATION,US,2/8/2021,10010720,1001001,EXL,Consultants,1/1/2021,OK,YTD,YTD,Y,73801,3,1,1,4,1,1,2,10,8645607520,2,9407336302,690,0,0
8383 N DAVIS HWY,SCHERTZ,ALLISON K MOORE,SOUTHWEST,SAN ANTONIO,Decile 9-10,ALLISON K MOORE@gmail.com,9/30/2021,U000101,NATION,US,9/21/2021,10012995,1001001,EXL,Consultants,9/1/2021,TX,M3,M3,Y,78154,3,2,2,3,1,1,2,9,5185839301,2,7807338902,1015,0,0
8383 N DAVIS HWY,SCHERTZ,ALLISON K MOORE,SOUTHWEST,SAN ANTONIO,Decile 9-10,ALLISON K MOORE@gmail.com,12/20/2021,U000101,NATION,US,9/21/2021,10012995,1001001,EXL,Consultants,9/10/2020,TX,LTD,LTD,Y,78154,3,2,2,3,1,1,2,9,5185839301,2,7807338902,1015,0,0
8383 N DAVIS HWY,SCHERTZ,ALLISON K MOORE,SOUTHWEST,SAN ANTONIO,Decile 9-10,ALLISON K MOORE@gmail.com,12/20/2021,U000101,NATION,US,9/21/2021,10012995,1001001,EXL,Consultants,1/1/2021,TX,YTD,YTD,Y,78154,3,2,2,3,1,1,2,9,5185839301,2,7807338902,1015,0,0
764 CAMPBELL AVE STE E,MEDFORD,SREEDHAR R GOTTIPARTHY,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,SREEDHAR R GOTTIPARTHY@outlook.com,1/31/2021,U000101,NATION,US,1/23/2021,10019559,1001001,EXL,Hospitals,1/1/2021,OR,M11,M11,Y,97504,1,1,3,3,1,1,0,9,5072845745,2,8407332918,267,0,0
764 CAMPBELL AVE STE E,MEDFORD,SREEDHAR R GOTTIPARTHY,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,SREEDHAR R GOTTIPARTHY@outlook.com,12/20/2021,U000101,NATION,US,1/23/2021,10019559,1001001,EXL,Hospitals,1/1/2021,OR,YTD,YTD,Y,97504,1,1,3,3,1,1,0,9,5072845745,2,8407332918,267,0,0
